002 - Campo sportivo di Felettis,Felettis - Via Venerio,"13° 15' 32.60'' E, 45° 54' 52.50'' N"
003 - parcheggio incrocio Via Roma - Via Regina Pacis a Bicinicco,Bicinicco - Via Roma,"13° 15' 09.50'' E, 45° 56' 03.37'' N"
Denominazione,Indirizzo,Coordinate
002 - Piazzale parcheggio attiguo alla pesa pubblica,Savogna - via Kennedy,"13° 31' 53.61'' E, 46° 09' 27.80'' N"
003 - Area di attesa località Stefenigh,Savogna - località Stefenigh,"13° 32' 16.21'' E, 46° 09' 45.98'' N"
004 - Area di attesa località Ieronizza,Savogna - Ieronizza,"13° 32' 15.49'' E, 46° 10' 36.01'' N"
005 - Area di attesa di Iellina,Savogna - località Iellina,"13° 33' 01.31'' E, 46° 10' 45.05'' N"
006 - Area di attesa di Dus,Savogna - località Dus,"13° 32' 39.68'' E, 46° 10' 48.13'' N"
007 - Area di attesa di Masseris,Savogna - località Masseris,"13° 33' 07.19'' E, 46° 10' 58.29'' N"
008 - Area attesa località Losaz,Savogna - località Losaz,"13° 32' 44.23'' E, 46° 11' 30.44'' N"
009 - Area attesa località Montemaggiore,Savogna - località Montemaggiore,"13° 31' 50.39'' E, 46° 11' 41.87'' N"
010 - Area attesa località Barza,Savogna - località Barza,"13° 31' 33.35'' E, 46° 11' 27.95'' N"
011 - Area attesa località Stermizza,Savogna - località Stermizza,"13° 31' 58.91'' E, 46° 11' 10.94'' N"
012 - Area attesa località Pechinie di sopra,Savogna - Pechinie di sopra,"13° 31' 31.14'' E, 46° 10' 47.40'' N"
013 - Area attesa Pechinie di sotto,Savogna - località Pechinie di sotto,"13° 31' 39.25'' E, 46° 10' 51.02'' N"
014 - Area di attesa di Tercimonte,Savogna - località Tercimonte,"13° 32' 58.32'' E, 46° 10' 23.70'' N"
015 - Area di attesa località Cepletischis e Polava,Savogna - località Cepletischis,"13° 34' 17.45'' E, 46° 10' 42.01'' N"
016 - Area attesa località Gabrovizza,Savogna - Gabrovizza,"13° 33' 52.12'' E, 46° 10' 30.06'' N"
Denominazione,Indirizzo,Coordinate
001 - Casale Venante,Vivaro - Via Casale venante,"12° 46' 53.65'' E, 46° 03' 28.00'' N"
002 -  Scuola di Vivaro,Vivaro - Via San Rocco,"12° 46' 43.89'' E, 46° 04' 31.55'' N"
003 - EX Ambulatorio Tesis,Tesis - Via Dell'Oste,"12° 47' 16.53'' E, 46° 06' 47.55'' N"
015 - Dietro Asilo,Vivaro - Via Vicolo Centrico,"12° 46' 37.19'' E, 46° 04' 37.94'' N"
016 - Via S.Elena,Vivaro - Via S.Elena,"12° 46' 40.26'' E, 46° 04' 44.30'' N"
018 - Scuole Tesis - via Fratelli del Moro,Tesis - Via Fratelli del Moro,"12° 47' 14.60'' E, 46° 06' 40.02'' N"
019 - Parcheggio Villa Cigolotti,Basaldella di Vivaro - Via Tesis,"12° 47' 14.70'' E, 46° 05' 19.44'' N"
020 - Poç di Basaldella,Basaldella di Vivaro - incrocio Via Marconi/Via Spilimbergo,"12° 47' 17.88'' E, 46° 05' 07.92'' N"
Denominazione,Indirizzo,Coordinate
001 - Sede Comunale,,"13° 09' 18.59'' E, 46° 14' 02.91'' N"
Denominazione,Indirizzo,Coordinate
001 - Comando Stazione,"Casarsa della Delizia - Via 11 Febbraio 10, -  33072 Casarsa Della Delizia","12° 50' 19.50'' E, 45° 57' 17.13'' N"
Denominazione,Indirizzo,Coordinate
001 - Area verde via A. Volta,Brugnera - via A. Volta,"12° 32' 11.33'' E, 45° 54' 16.31'' N"
002 - Area verde scuola media,Brugnera - Via G. Galilei,"12° 31' 51.82'' E, 45° 54' 11.39'' N"
004 - Area mercato Maron,Maron di Brugnera - via IV Novembre,"12° 33' 22.87'' E, 45° 53' 48.83'' N"
007 - Area esterna cimitero di San Cassiano,San Cassiano di Brugnera - via Rovere,"12° 32' 32.50'' E, 45° 52' 31.74'' N"
009 - Via Marconi,Brugnera - Via Marconi,"12° 31' 49.35'' E, 45° 54' 22.46'' N"
012 - Parcherggio campo sportivo Maron,Maron - via San Michele,"12° 32' 45.43'' E, 45° 53' 41.10'' N"
013 - Area verde Via Giovanni XXIII,Tamai - Via Giovanni XXIII,"12° 34' 07.22'' E, 45° 55' 20.15'' N"
014 - Parcheggio  Municipio,Brugnera - Via Giolitti,"12° 32' 09.09'' E, 45° 53' 55.74'' N"
015 - Parcheggio scuola elementare Tamai,Tamai di Brugnera - via A. de Gasperi,"12° 34' 09.41'' E, 45° 55' 29.34'' N"
016 - Parcheggio via A. Moro,Tamai di Brugnera - via A. Moro,"12° 34' 17.76'' E, 45° 55' 32.23'' N"
017 - Parcheggio supermercato via Taglio,Maron - Via Taglio,"12° 33' 22.72'' E, 45° 54' 08.28'' N"
018 - Parcheggio ristorante Tinello,Brugnera - via Ungaresca,"12° 32' 26.56'' E, 45° 54' 28.67'' N"
019 - Parcheggio bar via N. Sauro,Brugnera - via N. Sauro,"12° 32' 00.89'' E, 45° 54' 39.22'' N"
Denominazione,Indirizzo,Coordinate
001 - Distaccamento Volontari di Cercivento,Cercivento - Via di Sotto 6 - 33020 Cercivento,"12° 59' 29.87'' E, 46° 31' 35.65'' N"
Denominazione,Indirizzo,Coordinate
001 - COMPENDIO EX CASERMA ZUCCHI,Casasola - via Attilio Ruffi,"13° 18' 10.06'' E, 46° 24' 19.21'' N"
002 - Chiout Cali,Chiou Cali - via Chiout Cali,"13° 22' 09.64'' E, 46° 24' 16.44'' N"
003 - Roveredo,Frazione di Roveredo - via Roveredo,"13° 15' 08.31'' E, 46° 23' 49.52'' N"
004 - Campo sportivo,"Chiusaforte, capoluogo - via Centro Sportivo","13° 18' 20.76'' E, 46° 24' 18.94'' N"
005 - Campo Mandi - Raccolana,Fraz. Raccolana - Via Campo Mandi,"13° 18' 56.60'' E, 46° 24' 20.39'' N"
006 - Frazione Saletto,Saletto - SP76,"13° 22' 44.19'' E, 46° 24' 12.84'' N"
007 - frazione Pezzeit,Pezzeit - via Pezzeit,"13° 21' 23.60'' E, 46° 24' 00.26'' N"
008 - Frazione Tamaroz,Tamaroz - Piazzale in via Tamaroz,"13° 24' 05.22'' E, 46° 23' 59.35'' N"
009 - Frazione Piani di Qua, Piani di Qua - via  Piani di Qua,"13° 25' 00.88'' E, 46° 24' 11.26'' N"
010 - Frazione Piani di Là,"Frazione Piani di La - via piani di la, parcheggio","13° 25' 20.00'' E, 46° 24' 06.04'' N"
011 - Frazione Pianatti,Piani di La - via piani di La,"13° 25' 27.86'' E, 46° 24' 05.24'' N"
012 - Area di Attesa Sella Nevea,SELLA NEVEA - Piazzale Slovenia,"13° 28' 24.02'' E, 46° 23' 14.39'' N"
013 - Piani di Sotto,Piani di Sotto - Via Piani di Sotto,"13° 25' 09.88'' E, 46° 24' 02.97'' N"
Denominazione,Indirizzo,Coordinate
002 - area Pregulin,Pregulin - ,"12° 31' 02.61'' E, 46° 16' 05.81'' N"
003 - area ex cinema,Capoluogo - Via don Piero Bortolotto,"12° 30' 54.68'' E, 46° 16' 04.97'' N"
004 - Conca verde,Capoluogo - via e. toti,"12° 30' 48.05'' E, 46° 16' 07.95'' N"
005 - campo sportivo,giò -  Via despolei,"12° 30' 36.82'' E, 46° 16' 05.10'' N"
009 - Lesis,Lesis - lesis,"12° 32' 52.64'' E, 46° 16' 19.20'' N"
010 - ex Villaggio Vajont,ex Villaggio Vajont - via toti,"12° 30' 15.20'' E, 46° 16' 06.07'' N"
015 - Pinedo,Pinedo - pinedo,"12° 28' 33.49'' E, 46° 15' 57.22'' N"
018 - Cellino di Sopra,Cellino di Sopra - cellino,"12° 28' 16.90'' E, 46° 14' 49.71'' N"
019 - Dolomiti,via a. giordani - via a. giordani,"12° 30' 49.85'' E, 46° 16' 04.45'' N"
Denominazione,Indirizzo,Coordinate
001 - Musi - Piazza chiesa,Musi - ,"13° 16' 25.96'' E, 46° 18' 44.98'' N"
002 - Lusevera - Centro Stolberg,Lusevera - Via Capoluogo,"13° 16' 14.47'' E, 46° 16' 30.11'' N"
003 - Villanova - Piazza,Villanova delle Grotte - ,"13° 16' 47.05'' E, 46° 15' 15.41'' N"
004 - Pradielis - Piazza,Pradielis - ,"13° 15' 39.98'' E, 46° 16' 44.99'' N"
005 - Vedronza - Municipio,"Vedronza - p.le Paolo Cragnolino Fr. Vedronza, 22","13° 15' 36.78'' E, 46° 15' 52.58'' N"
006 - Cesariis - Piazza Cesariis di Sopra,Cesariis - Frazione Cesariis di Sopra,"13° 14' 45.74'' E, 46° 16' 48.81'' N"
007 - Micottis - Parcheggio Micottis alta,Micottis - Frazione Micottis,"13° 16' 46.53'' E, 46° 16' 41.49'' N"
008 - Pers,Pers,"13° 13' 24.44'' E, 46° 16' 51.43'' N"
Denominazione,Indirizzo,Coordinate
"002 - area parcheggio c/o ""al Taj d'Isonzo""","Porciaria - VIA MONTE SANTO ""Al Taj d'Isonzo""","13° 26' 49.84'' E, 45° 52' 04.48'' N"
009 - Gorgo,Gorgo - Intersezione Via Isonzo Via Trieste,"13° 26' 35.74'' E, 45° 51' 25.53'' N"
010 - Parcheggio retro asilo, - Via Cossuttis - Retro scuola dell'infanzia,"13° 26' 28.06'' E, 45° 51' 42.94'' N"
"011 - parcheggio ""Al Cjavedal""","SR 351 - via Aquileia 73, ""Cjavedal""","13° 26' 07.94'' E, 45° 51' 42.65'' N"
Denominazione,Indirizzo,Coordinate
001 - Parcheggio piscina Acquamarina,  - Molo Fratelli Bandiera,"13° 45' 19.49'' E, 45° 38' 48.52'' N"
002 - Fontana viale Romolo Gessi,  - Viale Romolo Gessi,"13° 45' 16.74'' E, 45° 38' 28.25'' N"
003 - Giardino piazza Carlo Alberto,  - Piazza Carlo Alberto,"13° 45' 21.04'' E, 45° 38' 33.11'' N"
004 - Piazzale Starulino e Rode (ex piscina Bianchi),  - Piazzale Straulino e Rode,"13° 45' 37.88'' E, 45° 38' 48.64'' N"
012 - Giardino piazzale Rosmini,  - Piazzale Rosmini,"13° 45' 59.65'' E, 45° 38' 26.54'' N"
016 - Piazza Goldoni,34100 Trieste - piazza Goldoni,"13° 46' 38.45'' E, 45° 38' 58.63'' N"
"017 - Parcheggio palazzetto ""Atleti Azzurri d'Italia""",  - via di Calvola 1,"13° 46' 19.27'' E, 45° 38' 28.25'' N"
018 - Piazzale De Gasperi, - Piazzale De Gasperi,"13° 47' 40.76'' E, 45° 38' 22.27'' N"
019 - Piazza Garibaldi,34100 Trieste - piazza Garibaldi,"13° 46' 50.70'' E, 45° 38' 45.59'' N"
020 - Largo Barriera Vecchia,34100 Trieste - largo Barriera Vecchia,"13° 46' 44.29'' E, 45° 38' 54.08'' N"
021 - Piazzale cimitero Sant'Anna,34100 Trieste - Via dell'Istria 106,"13° 47' 40.09'' E, 45° 37' 42.00'' N"
022 - Piazzale Valmaura,34100 Trieste - piazzale Valmaura,"13° 47' 41.07'' E, 45° 37' 30.44'' N"
024 - Piazzale Azzurri d'Italia,34100 Trieste - Piazzale Azzurri d'Italia,"13° 47' 26.20'' E, 45° 37' 16.71'' N"
025 - Parcheggio Stadio Piazzale Cagni,34100 Trieste - Via Flavia - via Mafalda di Savoia - piazzale Cagni,"13° 47' 55.35'' E, 45° 37' 16.29'' N"
030 - Giardino via del Veltro,34100 Trieste - Strada di Fiume 50,"13° 47' 23.12'' E, 45° 38' 14.02'' N"
031 - Parcheggio via dei Modiano,34100 Trieste - via dei Modiano fronte 1/2,"13° 47' 59.42'' E, 45° 38' 12.24'' N"
033 - Parco giochi Borgo S.Sergio (Via Curiel),34100 Trieste - via Forti - via Curiel,"13° 49' 26.33'' E, 45° 37' 12.93'' N"
034 - Parco giochi Borgo S.Sergio (Via Cenati),34100 Trieste - Via Cenati,"13° 49' 28.54'' E, 45° 37' 06.02'' N"
035 - Parcheggio via Costalunga (pizzeria Golosone),34100 Trieste - Via Costalunga,"13° 48' 19.73'' E, 45° 37' 36.04'' N"
036 - Parcheggio piscina Altura,Altura - Via Monte Peralba,"13° 49' 15.45'' E, 45° 37' 38.66'' N"
040 - Piazzetta Padriciano,34100 Trieste - Loc. Padadriciano 218,"13° 50' 21.81'' E, 45° 39' 30.42'' N"
041 - Piazzetta Gropada,34100 Trieste - Loc. Gropada 138,"13° 50' 55.97'' E, 45° 39' 51.76'' N"
042 - Area verde stagno Basovizza,34100 Trieste - via Gruden,"13° 51' 56.90'' E, 45° 38' 34.00'' N"
044 - Piazzetta Banne,34100 Trieste - loc. Banne (Antistante AN. 43 Banne),"13° 48' 11.73'' E, 45° 40' 42.50'' N"
045 - San Giusto - fontana di Montuzza,  - v.le Ragazzi del 99,"13° 46' 28.73'' E, 45° 38' 50.96'' N"
046 - San Giusto - Monumento ai Caduti,  - via Rota,"13° 46' 19.50'' E, 45° 38' 50.87'' N"
048 - Piazza Sansovino,34100 Trieste - p.zza Sansovino - via Capitolina,"13° 46' 33.66'' E, 45° 38' 44.71'' N"
049 - Largo Via Veronese / S. Giacomo in Monte,San Giacomo - via S.Giacomo in Monte - via Veronese - via Frausin,"13° 46' 39.02'' E, 45° 38' 39.65'' N"
050 - Campo San Giacomo,San Giacomo - Campo San Giacomo,"13° 46' 46.77'' E, 45° 38' 32.61'' N"
051 - Via Von Bruck (Torre del Lloyd),34100 Trieste - via Von Bruck,"13° 46' 10.97'' E, 45° 38' 13.45'' N"
052 - Giardino Ponziana,34100 Trieste - via Orlandini-via d'Alviano,"13° 46' 52.06'' E, 45° 38' 20.08'' N"
054 - Centro civico Opicina - giardino G. e R. Blaima,Opicina - Via Doberdò 20/3,"13° 47' 07.09'' E, 45° 41' 19.36'' N"
055 - Largo Via Freud,Opicina - Via Freud 25,"13° 47' 50.55'' E, 45° 41' 21.89'' N"
056 - Piazzetta Trebiciano,34100 Trieste - S.P.1 del Carso,"13° 49' 30.81'' E, 45° 40' 20.83'' N"
058 - Parcheggio loc. quadrivio Opicina,Opicina - S.P.35 - via Ermada,"13° 47' 02.84'' E, 45° 40' 57.50'' N"
060 - Giardino via Papaveri / via Fiordalisi,34100 Trieste - via Papaveri - via dei Fiordalisi,"13° 46' 38.58'' E, 45° 41' 34.11'' N"
061 - Giardino Borgo S. Nazario,Prosecco Borgo San Nazario - Via San Nazario 138,"13° 44' 23.09'' E, 45° 42' 03.38'' N"
063 - Parco giochi Prosecco,34100 Trieste - via S.Nazario 3,"13° 44' 04.69'' E, 45° 42' 26.83'' N"
064 - Parcheggio campo sportivo S.Croce,34100 Trieste - S.Croce AN 470/a-b-c-d,"13° 41' 28.12'' E, 45° 44' 11.14'' N"
065 - Parcheggio st. Friuli / via Bernardi,34100 Trieste - s.da Friuli - via Bernardi,"13° 45' 23.94'' E, 45° 41' 07.57'' N"
066 - Parcheggio st. Friuli / via Righetti,34100 Trieste - s.da Friuli-via Righetti,"13° 45' 43.89'' E, 45° 40' 45.73'' N"
068 - Piazza tra i Rivi,Roiano - Piazza tra i Rivi,"13° 46' 20.22'' E, 45° 39' 53.94'' N"
069 - Parcheggio campo sportivo Cologna,Cologna - via Amendola 1,"13° 47' 13.65'' E, 45° 39' 54.67'' N"
070 - Largo Roiano,Roiano - l.go Roiano,"13° 46' 10.13'' E, 45° 39' 48.02'' N"
071 - Parcheggio Faro della Vittoria,Barcola - Strada del Friuli,"13° 45' 28.29'' E, 45° 40' 29.22'' N"
072 - Giardino di piazza Libertà,34100 Trieste - piazza Libertà,"13° 46' 21.24'' E, 45° 39' 25.24'' N"
073 - Largo Osoppo,Gretta - l.go Osoppo,"13° 46' 00.29'' E, 45° 40' 10.40'' N"
074 - Pineta di Barcola - fontana,Barcola - Piazzale Biagio Marin,"13° 44' 55.47'' E, 45° 41' 05.31'' N"
075 - Piazza Oberdan,  - P.zza Oberdan,"13° 46' 33.33'' E, 45° 39' 15.25'' N"
076 - Piazza Sant'Antonio Nuovo,  - p.zza Sant'Antonio Nuovo,"13° 46' 26.94'' E, 45° 39' 05.97'' N"
077 - Stazione Marittima,  - Piazzale Marinai d'Italia,"13° 45' 52.04'' E, 45° 38' 57.83'' N"
079 - Piazza della Borsa,  - Piazza della Borsa,"13° 46' 13.38'' E, 45° 39' 01.38'' N"
081 - Via Giulia - monumento a D. Rossetti,34100 Trieste - via Giulia 1,"13° 46' 57.51'' E, 45° 39' 13.21'' N"
082 - Piazza Volontari Giuliani,34100 Trieste - p.zza Volontari Giuliani,"13° 47' 21.02'' E, 45° 39' 15.67'' N"
083 - Largo via Revoltella - via S.Pasquale,  - Inc. Revoltella - S.Pasquale - Forlanini,"13° 48' 40.73'' E, 45° 38' 30.66'' N"
084 - Parcheggio Rotonda del Boschetto,San Giovanni - Rotonda del Boschetto 6,"13° 47' 51.41'' E, 45° 39' 16.80'' N"
085 - Piazzale Europa,34100 Trieste - p.zzale Europa,"13° 47' 31.56'' E, 45° 39' 27.28'' N"
086 - Parcheggio ITIS Volta,34100 Trieste - via Monte Grappa 8,"13° 47' 17.92'' E, 45° 39' 32.03'' N"
087 - Largo via Cantù / via Romagna,Romagna - via Romagna 91,"13° 46' 46.41'' E, 45° 39' 39.13'' N"
088 - Parcheggio st. per Longera / via Correggio,Longera - s.da per Longera-via Correggio,"13° 48' 57.12'' E, 45° 38' 59.21'' N"
089 - Piazzale ristorante Suban,34100 Trieste - via Comici 2/d,"13° 48' 29.28'' E, 45° 39' 12.84'' N"
090 - Conconello belvedere,34100 Trieste - via Bellavista,"13° 47' 36.36'' E, 45° 40' 11.27'' N"
091 - Parcheggio scuola via  Forlanini,Longera - Via Forlanini 30,"13° 49' 33.39'' E, 45° 38' 17.32'' N"
092 - Parcheggio Villa Revoltella,San Luigi - V.le del Cacciatore - Via Marchesetti,"13° 48' 54.85'' E, 45° 38' 41.08'' N"
093 - Ferdinandeo,San Luigi - Via De Marchesetti,"13° 48' 34.82'' E, 45° 38' 43.77'' N"
096 - Largo via Cumano / via Grimani,34100 Trieste - via Cumano - via Grimani,"13° 48' 18.46'' E, 45° 38' 24.85'' N"
097 - V.le Sanzio 31 - Distributore Q8,San Giovanni - Viale Raffaello Sanzio 31,"13° 48' 14.06'' E, 45° 39' 20.61'' N"
098 - Piazza Ponterosso,34100 Trieste - Piazza del Ponterosso,"13° 46' 20.03'' E, 45° 39' 06.18'' N"
099 - Parcheggio - Via Pitacco,Servola - via Pitacco 23,"13° 46' 48.94'' E, 45° 37' 27.33'' N"
100 - Via del Panebianco - Mamaca Park,Servola - via del Pane Bianco 16,"13° 47' 13.24'' E, 45° 37' 31.46'' N"
101 - Via Castelliere / Via Botro,Cattinara - Via del Castelliere 12,"13° 49' 20.78'' E, 45° 38' 03.35'' N"
102 - Strada per Longera - dir. Cattinara,Longera - Strada per Longera 293,"13° 49' 54.98'' E, 45° 38' 15.08'' N"
103 - Via Bonomea alta,Gretta - via Bonomea 249,"13° 46' 11.31'' E, 45° 40' 38.63'' N"
104 - Area verde condominiale via Campanelle,Campanelle - via Campanelle 142,"13° 47' 52.81'' E, 45° 38' 08.90'' N"
Denominazione,Indirizzo,Coordinate
001 - Parco Giochi ,MAGNANO IN RIVIERA - Via Cividina,"13° 10' 43.94'' E, 46° 13' 44.39'' N"
002 - Piazza Bueriis,MAGNANO IN RIVIERA loc BUERIIS - Via Julia Augusta - Via Latteria,"13° 10' 46.20'' E, 46° 12' 51.73'' N"
003 - Impianti sportivi (Loc Billerio) sede ALPINI,Impianti sportivi (Loc Billerio)  - Via degli Alpini 1,"13° 11' 24.23'' E, 46° 13' 31.02'' N"
006 - Piazza Urana,Magnano in Riviera loc Billerio - Piazza Urana,"13° 12' 05.81'' E, 46° 13' 11.09'' N"
007 - Campo Via Dante Alighieri/Via Divisione Julia,Via  Dante Alighieri/Via Divisione Julia - Via Dante Alighieri/Via Divisione Julia,"13° 10' 02.33'' E, 46° 13' 57.96'' N"
Denominazione,Indirizzo,Coordinate
002 - parcheggio via Coppi,Chiopris - via Coppi,"13° 23' 58.77'' E, 45° 55' 29.74'' N"
003 - parcheggio di Viscone,Viscone - via Cesare Battisti,"13° 22' 59.98'' E, 45° 55' 39.62'' N"
Denominazione,Indirizzo,Coordinate
001 - Area Centro Ricreativo Taboga,Taboga - Gemona del Friuli (UD) - Via Osoppo-Via Venuti - 33013 - Gemona del Friuli (UD),"13° 06' 36.77'' E, 46° 15' 59.69'' N"
002 - Area antistante Centro ricreativo Campo Lessi,Campolessi - Gemona del Friuli (UD) - Via Campo - 33013 - Gemona del Friuli (UD),"13° 07' 01.86'' E, 46° 15' 11.80'' N"
006 - Area Servizi Maniaglia,Maniaglia - Gemona del Friuli (UD) - Via IV Novembre - 33013 - Gemona del Friuli (UD),"13° 09' 07.03'' E, 46° 15' 53.74'' N"
"010 - Area Parchetto ""Case Ater Via Tarcento""",Piovega-Godo - Gemona del Friuli (UD) - Via della Roggia - 33013 - Gemona del Friuli (UD),"13° 08' 11.40'' E, 46° 16' 18.22'' N"
"014 - Parcheggio ""Campo Sportivo Simonetti""",Capoluogo - Gemona del Friuli (UD) - Via Monte Cjampon - 33013 - Gemona del Friuli (UD),"13° 08' 05.08'' E, 46° 17' 07.68'' N"
"015 - Piazzale ""Palestra polo Scolastico Superiore""",Praviolai - Gemona del Friuli (UD) - Via Praviolai - 33013 - Gemona del Friuli (UD),"13° 07' 39.62'' E, 46° 17' 00.82'' N"
"017 - Parcheggio""Osteria da Rico""",Campagnola - Gemona del Friuli (UD) - Via Campagnola - 33013 - Gemona del Friuli (UD),"13° 06' 43.29'' E, 46° 17' 11.51'' N"
021 - Parco Via Dante,Capoluogo - Gemona del Friuli (UD) - Via Dante - 33013 - Gemona del Friuli (UD),"13° 08' 07.51'' E, 46° 16' 36.72'' N"
022 - Parcheggio Duomo-Via Sottocastello,Via Sottocastello (ex area di recupero pietre del castello) - Gemona del Friuli (UD) - Via Sottocastello - 33013 - Gemona del Friuli (UD),"13° 08' 27.75'' E, 46° 16' 28.88'' N"
023 - Centro Ricreativo/Sportivo l'Aser,L'aser - Gemona del Friuli (UD) - Via Gleseute - 33013 - Gemona del Friuli (UD),"13° 08' 22.57'' E, 46° 17' 28.03'' N"
024 - Area laterale Scuole elem. Ospedaletto,Ospedaletto - Gemona del Friuli (UD) - Via Nazionale - 33013 - Gemona del Friuli (UD),"13° 07' 07.33'' E, 46° 17' 56.45'' N"
025 - Piazzale Franco Bertagnolli,Piovega - Gemona del Friuli (UD) - Piazzale Franco Bertagnolli - 33013 - Gemona del Friuli (UD),"13° 07' 49.19'' E, 46° 16' 27.49'' N"
026 - Parcheggio parco giochi Via Trasaghis,Campagnola - Gemona del Friuli (UD) - Via Trasaghis - 33013 - Gemona del Friuli (UD),"13° 06' 46.45'' E, 46° 16' 51.48'' N"
027 - Via Cjamparis fronte fornace,Ospedaletto - Gemona del Friuli (UD) - Via Cjamparis - 33013 - Gemona del Friuli (UD),"13° 07' 23.41'' E, 46° 17' 31.50'' N"
028 - Parcheggio Condominio Tigli - Via Sofia Pecol,Properzia - Via Sofia Pecol. Gemona del Friuli (UD),"13° 07' 47.86'' E, 46° 15' 53.71'' N"
029 - Parcheggio Bravi Market,Taboga - Via Taboga - 33013 - Gemona del Friuli (UD),"13° 06' 32.47'' E, 46° 16' 35.74'' N"
Denominazione,Indirizzo,Coordinate
001 - Comando Stazione,"San Floriano del Collio - Via Sovenza 18, 34070 San Floriano Del Collio","13° 35' 10.91'' E, 45° 59' 05.43'' N"
Denominazione,Indirizzo,Coordinate
001 - Sedegliano - Parcheggio via XXIV Maggio,Sedegliano - via XXIV Maggio,"12° 58' 37.13'' E, 46° 00' 47.26'' N"
002 - Gradisca - Piazza Regina Margherita ,fraz. Gradisca - Piazza Regina Margherita,"12° 57' 51.23'' E, 46° 00' 04.84'' N"
003 - Rivis - Area verde Via Canonica,Rivis - Via della Canonica,"12° 56' 27.79'' E, 46° 00' 44.78'' N"
004 - Turrida - Piazza ,fraz. Turrida - Via Montello,"12° 55' 54.79'' E, 46° 01' 41.78'' N"
005 - Grions Piazza Vittorio Emanuele,fraz. Grions - Piazza Vittorio Emanuele,"12° 58' 10.65'' E, 46° 02' 15.71'' N"
007 - Coderno - Parcheggio,fraz. Coderno - Via della Giustizia,"12° 59' 27.97'' E, 46° 01' 48.60'' N"
